policy,budget,budget_feasible,contact_rate,incremental_spend_per_customer,gross_margin,email_cost,incremental_revenue,gross_profit,campaign_cost,net_profit,roi,value_per_1000,break_even_cost
propensity,0.8,True,0.8,0.45016054687500007,0.3,0.1,5762.055000000001,1728.6165000000003,1024.0000000000002,704.6165000000001,0.68810205078125,55.04816406250001,0.168810205078125
propensity,0.8,True,0.8,0.45016054687500007,0.5,0.02,5762.055000000001,2881.0275000000006,204.8,2676.2275000000004,13.06751708984375,209.0802734375,0.281350341796875
propensity,0.8,True,0.8,0.45016054687500007,0.5,0.05,5762.055000000001,2881.0275000000006,512.0000000000001,2369.0275000000006,4.6270068359375,185.08027343750004,0.281350341796875
propensity,0.8,True,0.8,0.45016054687500007,0.5,0.1,5762.055000000001,2881.0275000000006,1024.0000000000002,1857.0275000000004,1.81350341796875,145.0802734375,0.281350341796875
propensity,0.8,True,0.8,0.45016054687500007,0.7,0.02,5762.055000000001,4033.4385000000007,204.8,3828.6385000000005,18.69452392578125,299.1123828125,0.39389047851562503
propensity,0.8,True,0.8,0.45016054687500007,0.7,0.05,5762.055000000001,4033.4385000000007,512.0000000000001,3521.4385000000007,6.8778095703124995,275.1123828125001,0.39389047851562503
propensity,0.8,True,0.8,0.45016054687500007,0.7,0.1,5762.055000000001,4033.4385000000007,1024.0000000000002,3009.4385,2.9389047851562498,235.11238281250002,0.39389047851562503
propensity,0.85,True,0.85,0.47734921875,0.3,0.02,6110.070000000001,1833.0210000000002,217.60000000000002,1615.4210000000003,7.42380974264706,126.20476562500002,0.16847619485294119
propensity,0.85,True,0.85,0.47734921875,0.3,0.05,6110.070000000001,1833.0210000000002,544.0,1289.0210000000002,2.3695238970588237,100.70476562500001,0.16847619485294119
propensity,0.85,True,0.85,0.47734921875,0.3,0.1,6110.070000000001,1833.0210000000002,1088.0,745.0210000000002,0.684761948529412,58.204765625000014,0.16847619485294119
propensity,0.85,True,0.85,0.47734921875,0.5,0.02,6110.070000000001,3055.0350000000003,217.60000000000002,2837.4350000000004,13.039682904411766,221.67460937500002,0.2807936580882353
propensity,0.85,True,0.85,0.47734921875,0.5,0.05,6110.070000000001,3055.0350000000003,544.0,2511.0350000000003,4.615873161764706,196.17460937500002,0.2807936580882353
propensity,0.85,True,0.85,0.47734921875,0.5,0.1,6110.070000000001,3055.0350000000003,1088.0,1967.0350000000003,1.8079365808823533,153.67460937500002,0.2807936580882353
propensity,0.85,True,0.85,0.47734921875,0.7,0.02,6110.070000000001,4277.049,217.60000000000002,4059.449,18.65555606617647,317.144453125,0.39311112132352943
propensity,0.85,True,0.85,0.47734921875,0.7,0.05,6110.070000000001,4277.049,544.0,3733.049,6.862222426470588,291.644453125,0.39311112132352943
propensity,0.85,True,0.85,0.47734921875,0.7,0.1,6110.070000000001,4277.049,1088.0,3189.049,2.931111213235294,249.14445312499998,0.39311112132352943
propensity,0.9,True,0.9,0.5019070312500001,0.3,0.02,6424.410000000002,1927.3230000000003,230.40000000000003,1696.9230000000002,7.3651171875,132.57210937500003,0.16730234375000005
propensity,0.9,True,0.9,0.5019070312500001,0.3,0.05,6424.410000000002,1927.3230000000003,576.0000000000001,1351.3230000000003,2.3460468750000003,105.57210937500003,0.16730234375000005
